1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.574093 cmd_parse_build_commands 1:2: #{q:mouse_word}
1774655523.574099 args_parse_flags: next -q
1774655523.574104 args_parse_flags: -q
1774655523.574110 args_parse: flags end at 2 of 2
1774655523.574118 args_parse_flags: next --
1774655523.574123 args_parse: flags end at 2 of 3
1774655523.574129 args_parse: 2 = #{q:mouse_word} (type STRING)
1774655523.574140 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1774655523.574148 cmd_parse_build_commands 0:0: copy-mode
1774655523.574153 cmd_parse_build_commands 0:1: -q
1774655523.574158 cmd_parse_build_commands 1:0: set-buffer
1774655523.574163 cmd_parse_build_commands 1:1: --
1774655523.574169 cmd_parse_build_commands 1:2: #{q:mouse_line}
1774655523.574175 args_parse_flags: next -q
1774655523.574180 args_parse_flags: -q
1774655523.574185 args_parse: flags end at 2 of 2
1774655523.574193 args_parse_flags: next --
1774655523.574199 args_parse: flags end at 2 of 3
1774655523.574204 args_parse: 2 = #{q:mouse_line} (type STRING)
1774655523.574214 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1774655523.574221 cmd_parse_build_commands 0:0: copy-mode
1774655523.574226 cmd_parse_build_commands 0:1: -q
1774655523.574231 cmd_parse_build_commands 1:0: send-keys
1774655523.574236 cmd_parse_build_commands 1:1: -l
1774655523.574242 cmd_parse_build_commands 1:2: --
1774655523.574247 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1774655523.574253 args_parse_flags: next -q
1774655523.574258 args_parse_flags: -q
1774655523.574264 args_parse: flags end at 2 of 2
1774655523.574272 args_parse_flags: next -l
1774655523.574277 args_parse_flags: -l
1774655523.574282 args_parse_flags: next --
1774655523.574288 args_parse: flags end at 3 of 4
1774655523.574293 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1774655523.574304 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1774655523.574310 cmd_parse_build_commands 0:0: copy-mode
1774655523.574316 cmd_parse_build_commands 0:1: -q
1774655523.574330 cmd_parse_build_commands 1:0: set-buffer
1774655523.574336 cmd_parse_build_commands 1:1: --
1774655523.574341 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1774655523.574348 args_parse_flags: next -q
1774655523.574353 args_parse_flags: -q
1774655523.574358 args_parse: flags end at 2 of 2
1774655523.574367 args_parse_flags: next --
1774655523.574372 args_parse: flags end at 2 of 3
1774655523.574378 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1774655523.574387 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1774655523.574394 cmd_parse_build_commands 0:0: split-window
1774655523.574399 cmd_parse_build_commands 0:1: -h
1774655523.574406 args_parse_flags: next -h
1774655523.574411 args_parse_flags: -h
1774655523.574417 args_parse: flags end at 2 of 2
1774655523.574424 cmd_parse_build_commands: split-window -h
1774655523.574431 cmd_parse_build_commands 0:0: split-window
1774655523.574436 cmd_parse_build_commands 0:1: -v
1774655523.574443 args_parse_flags: next -v
1774655523.574448 args_parse_flags: -v
1774655523.574454 args_parse: flags end at 2 of 2
1774655523.574461 cmd_parse_build_commands: split-window -v
1774655523.574468 cmd_parse_build_commands 0:0: swap-pane
1774655523.574473 cmd_parse_build_commands 0:1: -U
1774655523.574481 args_parse_flags: next -U
1774655523.574486 args_parse_flags: -U
1774655523.574491 args_parse: flags end at 2 of 2
1774655523.574499 cmd_parse_build_commands: swap-pane -U
1774655523.574505 cmd_parse_build_commands 0:0: swap-pane
1774655523.574511 cmd_parse_build_commands 0:1: -D
1774655523.574518 args_parse_flags: next -D
1774655523.574523 args_parse_flags: -D
1774655523.574528 args_parse: flags end at 2 of 2
1774655523.574536 cmd_parse_build_commands: swap-pane -D
1774655523.574542 cmd_parse_build_commands 0:0: swap-pane
1774655523.574549 args_parse: flags end at 1 of 1
1774655523.574556 cmd_parse_build_commands: swap-pane
1774655523.574563 cmd_parse_build_commands 0:0: kill-pane
1774655523.574569 args_parse: flags end at 1 of 1
1774655523.574576 cmd_parse_build_commands: kill-pane
1774655523.574583 cmd_parse_build_commands 0:0: respawn-pane
1774655523.574588 cmd_parse_build_commands 0:1: -k
1774655523.574595 args_parse_flags: next -k
1774655523.574600 args_parse_flags: -k
1774655523.574605 args_parse: flags end at 2 of 2
1774655523.574613 cmd_parse_build_commands: respawn-pane -k
1774655523.574619 cmd_parse_build_commands 0:0: select-pane
1774655523.574624 cmd_parse_build_commands 0:1: -m
1774655523.574631 args_parse_flags: next -m
1774655523.574636 args_parse_flags: -m
1774655523.574642 args_parse: flags end at 2 of 2
1774655523.574649 cmd_parse_build_commands: select-pane -m
1774655523.574655 cmd_parse_build_commands 0:0: resize-pane
1774655523.574660 cmd_parse_build_commands 0:1: -Z
1774655523.574667 args_parse_flags: next -Z
1774655523.574672 args_parse_flags: -Z
1774655523.574678 args_parse: flags end at 2 of 2
1774655523.574685 cmd_parse_build_commands: resize-pane -Z
1774655523.574691 args_parse_flags: next -t=
1774655523.574696 args_parse_flag_argument: -t = =
1774655523.574702 args_parse_flags: next -xM
1774655523.574707 args_parse_flag_argument: -x = M
1774655523.574713 args_parse_flags: next -yM
1774655523.574718 args_parse_flag_argument: -y = M
1774655523.574723 args_parse_flags: next -T
1774655523.574729 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1774655523.574735 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1774655523.574740 args_parse: flags end at 6 of 62
1774655523.574746 args_parse: 6 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1774655523.574752 args_parse: 7 = < (type STRING)
1774655523.574760 args_parse: 8 = send-keys -X history-top (type COMMANDS)
1774655523.574766 args_parse: 9 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1774655523.574772 args_parse: 10 = > (type STRING)
1774655523.574781 args_parse: 11 = send-keys -X history-bottom (type COMMANDS)
1774655523.574786 args_parse: 12 =  (type STRING)
1774655523.574802 args_parse: 13 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1774655523.574808 args_parse: 14 = C-r (type STRING)
1774655523.574829 args_parse: 15 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" (type COMMANDS)
1774655523.574836 args_parse: 16 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1774655523.574842 args_parse: 17 = C-y (type STRING)
1774655523.574852 args_parse: 18 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1774655523.574858 args_parse: 19 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1774655523.574864 args_parse: 20 = c (type STRING)
1774655523.574873 args_parse: 21 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1774655523.574879 args_parse: 22 = #{?mouse_line,Copy Line,} (type STRING)
1774655523.574885 args_parse: 23 = l (type STRING)
1774655523.574894 args_parse: 24 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1774655523.574899 args_parse: 25 =  (type STRING)
1774655523.574906 args_parse: 26 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1774655523.574912 args_parse: 27 = C-h (type STRING)
1774655523.574921 args_parse: 28 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1774655523.574928 args_parse: 29 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1774655523.574933 args_parse: 30 = h (type STRING)
1774655523.574943 args_parse: 31 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1774655523.574949 args_parse: 32 =  (type STRING)
1774655523.574955 args_parse: 33 = Horizontal Split (type STRING)
1774655523.574980 args_parse: 34 = h (type STRING)
1774655523.574990 args_parse: 35 = split-window -h (type COMMANDS)
1774655523.574996 args_parse: 36 = Vertical Split (type STRING)
1774655523.575002 args_parse: 37 = v (type STRING)
1774655523.575009 args_parse: 38 = split-window -v (type COMMANDS)
1774655523.575014 args_parse: 39 =  (type STRING)
1774655523.575021 args_parse: 40 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1774655523.575026 args_parse: 41 = u (type STRING)
1774655523.575033 args_parse: 42 = swap-pane -U (type COMMANDS)
1774655523.575039 args_parse: 43 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1774655523.575045 args_parse: 44 = d (type STRING)
1774655523.575052 args_parse: 45 = swap-pane -D (type COMMANDS)
1774655523.575058 args_parse: 46 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1774655523.575064 args_parse: 47 = s (type STRING)
1774655523.575070 args_parse: 48 = swap-pane (type COMMANDS)
1774655523.575076 args_parse: 49 =  (type STRING)
1774655523.575082 args_parse: 50 = Kill (type STRING)
1774655523.575087 args_parse: 51 = X (type STRING)
1774655523.575094 args_parse: 52 = kill-pane (type COMMANDS)
1774655523.575100 args_parse: 53 = Respawn (type STRING)
1774655523.575105 args_parse: 54 = R (type STRING)
1774655523.575112 args_parse: 55 = respawn-pane -k (type COMMANDS)
1774655523.575118 args_parse: 56 = #{?pane_marked,Unmark,Mark} (type STRING)
1774655523.575124 args_parse: 57 = m (type STRING)
1774655523.575131 args_parse: 58 = select-pane -m (type COMMANDS)
1774655523.575137 args_parse: 59 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1774655523.575143 args_parse: 60 = z (type STRING)
1774655523.575149 args_parse: 61 = resize-pane -Z (type COMMANDS)
1774655523.575293 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1774655523.575311 args_parse_flags: next -n
1774655523.575317 args_parse_flags: -n
1774655523.575323 args_parse_flags: next M-MouseDown3Pane
1774655523.575328 args_parse: flags end at 2 of 4
1774655523.575334 args_parse: 2 = M-MouseDown3Pane (type STRING)
1774655523.575459 args_parse: 3 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1774655523.575587 cmd_parse_build_commands: bind-key -n M-MouseDown3Pane { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1774655523.575634 cmdq_get_command: [bind-key/0x7fea95a24dc0] group 1229
1774655523.575640 cmdq_append <global>: [bind-key/0x7fea95a24dc0]
1774655523.575647 yylex_token: end at WS
1774655523.575652 yylex_token: bind
1774655523.575657 yylex_token: end at WS
1774655523.575663 yylex_token: -n
1774655523.575669 yylex_token: end at WS
1774655523.575675 yylex_token: MouseDown1ScrollbarUp
1774655523.575681 yylex_token: end at WS
1774655523.575686 yylex_token: copy-mode
1774655523.575691 yylex_token: end at WS
1774655523.575696 yylex_token: -u
1774655523.575703 cmd_parse_build_commands 0:0: bind
1774655523.575709 cmd_parse_build_commands 0:1: -n
1774655523.575714 cmd_parse_build_commands 0:2: MouseDown1ScrollbarUp
1774655523.575720 cmd_parse_build_commands 0:3 0:0: copy-mode
1774655523.575725 cmd_parse_build_commands 0:3 0:1: -u
1774655523.575732 cmd_parse_build_commands 0:0: copy-mode
1774655523.575738 cmd_parse_build_commands 0:1: -u
1774655523.575744 args_parse_flags: next -u
1774655523.575750 args_parse_flags: -u
1774655523.575756 args_parse: flags end at 2 of 2
1774655523.575763 cmd_parse_build_commands: copy-mode -u
1774655523.575769 args_parse_flags: next -n
1774655523.575774 args_parse_flags: -n
1774655523.575779 args_parse_flags: next MouseDown1ScrollbarUp
1774655523.575785 args_parse: flags end at 2 of 4
1774655523.575790 args_parse: 2 = MouseDown1ScrollbarUp (type STRING)
1774655523.575797 args_parse: 3 = copy-mode -u (type COMMANDS)
1774655523.575809 cmd_parse_build_commands: bind-key -n MouseDown1ScrollbarUp { copy-mode -u }
1774655523.575817 cmdq_get_command: [bind-key/0x7fea95a254b0] group 1311
1774655523.575823 cmdq_append <global>: [bind-key/0x7fea95a254b0]
1774655523.575828 yylex_token: end at WS
1774655523.575834 yylex_token: bind
1774655523.575839 yylex_token: end at WS
1774655523.575844 yylex_token: -n
1774655523.575851 yylex_token: end at WS
1774655523.575856 yylex_token: MouseDown1ScrollbarDown
1774655523.575862 yylex_token: end at WS
1774655523.575867 yylex_token: copy-mode
1774655523.575872 yylex_token: end at WS
1774655523.575877 yylex_token: -d
1774655523.575883 cmd_parse_build_commands 0:0: bind
1774655523.575889 cmd_parse_build_commands 0:1: -n
1774655523.575894 cmd_parse_build_commands 0:2: MouseDown1ScrollbarDown
1774655523.575900 cmd_parse_build_commands 0:3 0:0: copy-mode
1774655523.575905 cmd_parse_build_commands 0:3 0:1: -d
1774655523.575911 cmd_parse_build_commands 0:0: copy-mode
1774655523.575917 cmd_parse_build_commands 0:1: -d
1774655523.575923 args_parse_flags: next -d
1774655523.575928 args_parse_flags: -d
1774655523.575934 args_parse: flags end at 2 of 2
1774655523.575941 cmd_parse_build_commands: copy-mode -d
1774655523.575947 args_parse_flags: next -n
1774655523.575952 args_parse_flags: -n
1774655523.575957 args_parse_flags: next MouseDown1ScrollbarDown
1774655523.575962 args_parse: flags end at 2 of 4
1774655523.575968 args_parse: 2 = MouseDown1ScrollbarDown (type STRING)
1774655523.575975 args_parse: 3 = copy-mode -d (type COMMANDS)
1774655523.575986 cmd_parse_build_commands: bind-key -n MouseDown1ScrollbarDown { copy-mode -d }
1774655523.575994 cmdq_get_command: [bind-key/0x7fea95a27a10] group 1319
1774655523.576000 cmdq_append <global>: [bind-key/0x7fea95a27a10]
1774655523.576006 yylex_token: end at WS
1774655523.576011 yylex_token: bind
1774655523.576016 yylex_token: end at WS
1774655523.576021 yylex_token: -n
1774655523.576028 yylex_token: end at WS
1774655523.576034 yylex_token: MouseDrag1ScrollbarSlider
1774655523.576039 yylex_token: end at WS
1774655523.576045 yylex_token: copy-mode
1774655523.576050 yylex_token: end at WS
1774655523.576055 yylex_token: -S
1774655523.576061 cmd_parse_build_commands 0:0: bind
1774655523.576067 cmd_parse_build_commands 0:1: -n
1774655523.576072 cmd_parse_build_commands 0:2: MouseDrag1ScrollbarSlider
1774655523.576078 cmd_parse_build_commands 0:3 0:0: copy-mode
1774655523.576083 cmd_parse_build_commands 0:3 0:1: -S
1774655523.576100 cmd_parse_build_commands 0:0: copy-mode
1774655523.576105 cmd_parse_build_commands 0:1: -S
1774655523.576112 args_parse_flags: next -S
1774655523.576117 args_parse_flags: -S
1774655523.576122 args_parse: flags end at 2 of 2
1774655523.576129 cmd_parse_build_commands: copy-mode -S
